booking_id,client_id,booking_date,course_name,course_category,number_of_participants,revenue,payment_date,payment_status
B00297,C0033,2023-10-29,Compensation & Benefits,Human Resources,7,54446,2023-11-16,Paid
B00298,C0033,2024-01-05,Employee Relations,Human Resources,4,38968,2024-01-23,Paid
B00299,C0033,2024-02-19,Leadership Excellence Program,Leadership & Management,8,58896,2024-02-20,Paid
B00300,C0033,2024-04-17,Digital Marketing,Sales & Marketing,10,43660,2024-04-30,Paid
B00301,C0033,2024-06-13,AI for Business Leaders,AI & Technology,8,83408,2024-07-08,Pending
B00302,C0033,2024-08-19,Service Quality Management,Customer Service,9,35865,2024-08-21,Paid
B00303,C0033,2024-10-05,Data Literacy for Leaders,AI & Technology,2,24356,2024-10-28,Overdue
B00304,C0033,2024-11-16,Performance Appraisal,Human Resources,4,29872,2024-11-25,Paid
B00305,C0033,2025-01-08,Compensation & Benefits,Human Resources,3,18195,2025-01-23,Paid
B00306,C0033,2025-03-16,Executive Assistant Excellence,Administration,6,24972,2025-04-07,Overdue
B00307,C0033,2025-05-11,Digital Transformation,AI & Technology,2,20452,2025-05-25,Paid
B00308,C0033,2025-07-05,Innovation Workshop,Team Building,4,30320,2025-07-27,Overdue
B00309,C0033,2025-09-10,HR Management Essentials,Human Resources,7,59969,2025-09-24,Paid
B00310,C0033,2025-10-26,Advanced Excel,Administration,2,12138,2025-10-28,Paid
B00311,C0034,2022-11-07,Leadership Team Offsite,Team Building,9,61731,2022-12-07,Pending
B00312,C0034,2022-12-04,ISO 9001 Quality Management,Compliance & Quality,15,97695,2022-12-23,Paid
B00313,C0034,2023-01-08,Business Communication,Communication Skills,5,28040,2023-02-07,Overdue
B00314,C0034,2023-02-16,Executive Leadership,Leadership & Management,6,60822,2023-02-27,Paid
B00315,C0035,2021-07-29,Data Literacy for Leaders,AI & Technology,3,33279,2021-08-20,Pending
B00316,C0035,2021-11-01,Project Planning & Execution,Project Management,7,69678,2021-11-18,Paid
B00317,C0035,2022-02-04,Agile & Scrum Fundamentals,Project Management,9,126360,2022-03-06,Pending
B00318,C0035,2022-05-04,Leadership Team Offsite,Team Building,5,26560,2022-05-15,Paid
B00319,C0035,2022-08-16,Finance for Non-Finance,Finance & Accounting,10,84690,2022-08-24,Paid
B00320,C0036,2024-02-01,Strategic Marketing,Sales & Marketing,10,60830,2024-02-27,Pending
B00321,C0036,2024-04-01,Digital Marketing,Sales & Marketing,10,66110,2024-04-27,Overdue
B00322,C0036,2024-06-03,Service Quality Management,Customer Service,7,40299,2024-07-03,Pending
B00323,C0037,2024-10-30,Change Management,Leadership & Management,13,92248,2024-11-07,Paid
B00324,C0037,2024-12-14,Agile & Scrum Fundamentals,Project Management,14,143570,2024-12-18,Paid
B00325,C0037,2025-01-28,Performance Appraisal,Human Resources,10,61200,2025-02-10,Paid
B00326,C0037,2025-03-24,Office Management,Administration,14,64736,2025-04-04,Paid
B00327,C0037,2025-06-03,Customer Service Excellence,Customer Service,24,115056,2025-06-03,Paid
B00328,C0037,2025-07-21,Financial Analysis,Finance & Accounting,16,95392,2025-07-21,Paid
B00329,C0037,2025-09-11,Risk & Compliance,Compliance & Quality,17,162639,2025-10-01,Paid
B00330,C0037,2025-11-23,Business Communication,Communication Skills,23,114747,2025-12-03,Paid
B00331,C0038,2023-12-24,Budgeting & Forecasting,Finance & Accounting,7,60403,2023-12-31,Paid
B00332,C0038,2024-02-12,Digital Marketing,Sales & Marketing,10,76290,2024-02-21,Paid
B00333,C0038,2024-04-05,Innovation Workshop,Team Building,5,23035,2024-04-16,Paid
B00334,C0038,2024-05-31,Financial Analysis,Finance & Accounting,12,80184,2024-06-19,Paid
B00335,C0038,2024-07-27,Prince2 Foundation,Project Management,13,114205,2024-08-01,Paid
B00336,C0038,2024-09-16,HR Management Essentials,Human Resources,15,117975,2024-09-20,Paid
B00337,C0038,2024-11-16,Prince2 Foundation,Project Management,8,71656,2024-11-17,Paid
B00338,C0038,2025-01-07,Internal Audit,Finance & Accounting,14,89670,2025-01-21,Paid
B00339,C0038,2025-02-25,HR Analytics,Human Resources,10,57410,2025-03-03,Paid
B00340,C0038,2025-04-15,Data Literacy for Leaders,AI & Technology,5,59760,2025-04-25,Paid
B00341,C0038,2025-05-29,Presentation Skills,Communication Skills,7,35189,2025-06-12,Paid
B00342,C0038,2025-07-21,Generative AI Essentials,AI & Technology,7,76097,2025-07-30,Paid
B00343,C0038,2025-08-29,Agile & Scrum Fundamentals,Project Management,5,56570,2025-09-27,Overdue
B00344,C0038,2025-10-31,Innovation Workshop,Team Building,7,55174,2025-11-14,Paid
B00345,C0039,2025-09-25,Key Account Management,Sales & Marketing,25,162575,2025-10-17,Overdue
B00346,C0039,2025-12-11,Digital Marketing,Sales & Marketing,24,183000,2026-01-10,Pending
B00347,C0040,2024-07-09,Team Management Essentials,Leadership & Management,7,80591,2024-07-12,Paid
B00348,C0040,2024-09-28,Budgeting & Forecasting,Finance & Accounting,5,48950,2024-10-17,Paid
B00349,C0040,2024-12-30,Employee Relations,Human Resources,12,76116,2025-01-01,Paid
B00350,C0040,2025-03-14,Internal Audit,Finance & Accounting,5,40490,2025-04-01,Paid
B00351,C0040,2025-06-16,AI for Business Leaders,AI & Technology,8,103200,2025-07-15,Overdue
B00352,C0041,2025-07-22,Performance Management,Leadership & Management,31,269576,2025-07-28,Paid
B00353,C0041,2025-08-23,Strategic Marketing,Sales & Marketing,25,158725,2025-09-11,Paid
B00354,C0041,2025-10-04,Key Account Management,Sales & Marketing,16,118592,2025-10-25,Overdue
B00355,C0041,2025-11-02,Email Writing Mastery,Communication Skills,19,103873,2025-11-29,Overdue
B00356,C0041,2025-12-08,Negotiation Skills,Communication Skills,27,115344,2025-12-08,Paid
B00357,C0042,2022-01-15,Virtual Team Building,Team Building,11,68167,2022-01-29,Paid
B00358,C0042,2022-03-12,Financial Analysis,Finance & Accounting,7,69804,2022-04-04,Overdue
B00359,C0042,2022-05-12,Project Planning & Execution,Project Management,14,153482,2022-05-14,Paid
B00360,C0042,2022-07-25,Risk Management,Project Management,8,83872,2022-08-09,Paid
B00361,C0042,2022-09-27,AI for Business Leaders,AI & Technology,10,59840,2022-10-26,Overdue
B00362,C0042,2022-11-15,Performance Management,Leadership & Management,5,51770,2022-12-05,Paid
B00363,C0042,2023-01-07,Finance for Non-Finance,Finance & Accounting,11,74162,2023-01-24,Paid
B00364,C0042,2023-03-18,Sales Fundamentals,Sales & Marketing,14,96306,2023-04-16,Pending
B00365,C0042,2023-06-01,Talent Acquisition,Human Resources,7,65863,2023-06-13,Paid
B00366,C0042,2023-08-01,Financial Analysis,Finance & Accounting,13,116220,2023-08-02,Paid
B00367,C0043,2024-04-05,Budgeting & Forecasting,Finance & Accounting,25,159725,2024-04-25,Paid
B00368,C0043,2024-05-25,Executive Assistant Excellence,Administration,19,84094,2024-05-30,Paid
B00369,C0043,2024-07-20,Strategic Marketing,Sales & Marketing,17,73916,2024-07-23,Paid
B00370,C0043,2024-09-16,Leadership Team Offsite,Team Building,18,92088,2024-09-18,Paid
B00371,C0043,2024-11-19,Time Management,Personal Development,21,96033,2024-12-04,Paid
B00372,C0043,2025-01-13,Digital Transformation,AI & Technology,23,168360,2025-02-02,Paid
B00373,C0043,2025-03-02,Office Management,Administration,25,134775,2025-03-28,Pending
B00374,C0043,2025-04-12,Negotiation Skills,Communication Skills,10,59170,2025-04-20,Paid
B00375,C0043,2025-06-17,Prince2 Foundation,Project Management,11,85987,2025-06-27,Paid
B00376,C0043,2025-07-28,Sales Fundamentals,Sales & Marketing,14,76902,2025-08-02,Paid
B00377,C0043,2025-09-11,Executive Leadership,Leadership & Management,18,152352,2025-09-24,Paid
B00378,C0043,2025-10-30,Critical Thinking,Personal Development,21,57099,2025-11-08,Paid
B00379,C0044,2023-06-21,Key Account Management,Sales & Marketing,16,110688,2023-07-11,Paid
B00380,C0044,2023-08-27,HR Management Essentials,Human Resources,13,93392,2023-09-20,Pending
B00381,C0044,2023-10-06,Generative AI Essentials,AI & Technology,20,154520,2023-11-01,Overdue
B00382,C0045,2022-03-06,Innovation Workshop,Team Building,9,51183,2022-03-16,Paid
B00383,C0045,2022-04-14,Prince2 Foundation,Project Management,3,29352,2022-04-18,Paid
B00384,C0045,2022-06-06,Key Account Management,Sales & Marketing,5,42030,2022-06-12,Paid
B00385,C0045,2022-07-30,ISO 9001 Quality Management,Compliance & Quality,10,96100,2022-08-26,Pending
B00386,C0045,2022-09-15,Customer Service Excellence,Customer Service,9,29808,2022-09-18,Paid
B00387,C0045,2022-11-16,Internal Control Systems,Compliance & Quality,4,28568,2022-12-01,Paid
B00388,C0045,2022-12-26,Presentation Skills,Communication Skills,6,37980,2023-01-06,Paid
B00389,C0045,2023-01-31,Project Planning & Execution,Project Management,9,116055,2023-02-16,Paid
B00390,C0045,2023-03-12,Leadership Team Offsite,Team Building,7,32935,2023-04-03,Overdue
B00391,C0045,2023-05-03,Strategic Leadership,Leadership & Management,3,26463,2023-05-07,Paid
B00392,C0045,2023-06-17,Business Writing,Administration,4,25272,2023-06-24,Paid
B00393,C0045,2023-08-03,Budgeting & Forecasting,Finance & Accounting,4,32876,2023-08-07,Paid
B00394,C0046,2022-06-02,Change Management,Leadership & Management,2,21934,2022-06-26,Overdue
B00395,C0046,2022-09-06,Team Management Essentials,Leadership & Management,5,39415,2022-09-07,Paid
B00396,C0046,2022-12-12,ISO 9001 Quality Management,Compliance & Quality,10,100800,2022-12-13,Paid
B00397,C0046,2023-02-25,Digital Marketing,Sales & Marketing,3,26163,2023-03-05,Paid
B00398,C0047,2024-09-20,Time Management,Personal Development,8,43248,2024-10-18,Pending
B00399,C0047,2024-10-28,HR Management Essentials,Human Resources,15,94845,2024-10-28,Paid
B00400,C0047,2024-11-14,Performance Management,Leadership & Management,7,64904,2024-12-14,Overdue
B00401,C0047,2024-12-25,Presentation Skills,Communication Skills,7,38850,2025-01-18,Pending
B00402,C0047,2025-01-14,Key Account Management,Sales & Marketing,14,62818,2025-01-17,Paid
B00403,C0047,2025-02-25,Internal Control Systems,Compliance & Quality,14,84644,2025-03-13,Paid
B00404,C0047,2025-03-17,Performance Appraisal,Human Resources,8,79592,2025-03-26,Paid
B00405,C0047,2025-05-02,Prince2 Foundation,Project Management,13,88777,2025-05-25,Pending
B00406,C0048,2022-12-21,PMP Certification Prep,Project Management,20,252240,2023-01-01,Paid
B00407,C0048,2023-03-03,Conflict Resolution,Communication Skills,28,104160,2023-03-19,Paid
B00408,C0048,2023-05-10,Employee Relations,Human Resources,28,153776,2023-06-03,Overdue
B00409,C0048,2023-07-28,Agile & Scrum Fundamentals,Project Management,29,219443,2023-08-13,Paid
B00410,C0048,2023-10-11,Project Planning & Execution,Project Management,30,363210,2023-10-22,Paid
B00411,C0048,2023-12-12,Advanced Excel,Administration,24,117936,2024-01-04,Pending
B00412,C0048,2024-02-21,Performance Management,Leadership & Management,25,234675,2024-02-24,Paid
B00413,C0048,2024-05-09,Conflict Resolution,Communication Skills,24,109560,2024-05-28,Paid
B00414,C0048,2024-08-04,Virtual Team Building,Team Building,24,138984,2024-08-30,Overdue
B00415,C0049,2021-02-12,Risk & Compliance,Compliance & Quality,12,102096,2021-02-17,Paid
B00416,C0049,2021-04-22,Leadership Excellence Program,Leadership & Management,15,140580,2021-05-13,Pending
B00417,C0049,2021-07-18,Email Writing Mastery,Communication Skills,12,57528,2021-08-08,Pending
B00418,C0049,2021-09-29,Agile & Scrum Fundamentals,Project Management,7,78638,2021-10-11,Paid
B00419,C0049,2021-12-04,Business Writing,Administration,14,46592,2021-12-27,Pending
B00420,C0049,2022-03-01,Change Management,Leadership & Management,10,73350,2022-03-11,Paid
B00421,C0049,2022-05-02,Talent Acquisition,Human Resources,14,112532,2022-05-14,Paid
B00422,C0049,2022-07-29,Agile & Scrum Fundamentals,Project Management,8,118920,2022-08-11,Paid
B00423,C0049,2022-10-23,Team Building Workshop,Team Building,12,52428,2022-11-16,Overdue
B00424,C0050,2025-07-07,Time Management,Personal Development,11,46596,2025-07-23,Paid
B00425,C0050,2025-08-27,Finance for Non-Finance,Finance & Accounting,7,71568,2025-08-30,Paid
B00426,C0050,2025-10-21,Agile & Scrum Fundamentals,Project Management,9,108072,2025-11-05,Paid
B00427,C0051,2025-02-03,Virtual Team Building,Team Building,5,37000,2025-02-05,Paid
B00428,C0051,2025-04-29,Strategic Marketing,Sales & Marketing,15,65130,2025-05-04,Paid
B00429,C0052,2021-08-19,Executive Assistant Excellence,Administration,31,145328,2021-09-13,Overdue
B00430,C0052,2021-11-20,Talent Acquisition,Human Resources,24,177696,2021-12-05,Paid
B00431,C0052,2022-02-15,Strategic Marketing,Sales & Marketing,31,159960,2022-03-04,Paid
B00432,C0052,2022-05-18,Business Communication,Communication Skills,32,156064,2022-05-18,Paid
B00433,C0052,2022-08-28,Leadership Team Offsite,Team Building,16,78352,2022-09-25,Pending
B00434,C0052,2022-12-08,Conflict Resolution,Communication Skills,29,118001,2023-01-04,Overdue
B00435,C0052,2023-03-04,Service Quality Management,Customer Service,29,77546,2023-03-05,Paid
B00436,C0052,2023-06-19,HR Management Essentials,Human Resources,32,236640,2023-07-16,Overdue
B00437,C0052,2023-09-12,Advanced Excel,Administration,20,93720,2023-09-25,Paid
B00438,C0053,2021-10-04,Strategic Marketing,Sales & Marketing,3,21990,2021-10-25,Overdue
B00439,C0053,2021-11-09,Executive Assistant Excellence,Administration,10,53600,2021-11-26,Paid
B00440,C0054,2022-03-14,Executive Leadership,Leadership & Management,27,210141,2022-03-29,Paid
B00441,C0054,2022-05-15,Prompt Engineering for Professionals,AI & Technology,27,265140,2022-06-05,Overdue
B00442,C0054,2022-06-24,Innovation Workshop,Team Building,24,108360,2022-06-25,Paid
B00443,C0054,2022-08-14,Strategic Leadership,Leadership & Management,33,206679,2022-08-18,Paid
B00444,C0055,2022-03-26,Presentation Skills,Communication Skills,23,96531,2022-03-27,Paid
B00445,C0055,2022-05-30,Executive Assistant Excellence,Administration,17,65212,2022-06-06,Paid
B00446,C0055,2022-07-16,Problem Solving,Personal Development,19,87628,2022-07-18,Paid
B00447,C0055,2022-09-25,Business Writing,Administration,12,48420,2022-09-28,Paid
B00448,C0055,2022-12-09,Business Communication,Communication Skills,15,45645,2022-12-26,Paid
B00449,C0055,2023-02-14,Internal Audit,Finance & Accounting,11,96063,2023-03-07,Overdue
B00450,C0055,2023-04-12,Digital Transformation,AI & Technology,23,169763,2023-04-12,Paid
B00451,C0055,2023-06-10,Business Writing,Administration,25,125525,2023-06-10,Paid
B00452,C0055,2023-07-30,Internal Audit,Finance & Accounting,22,181324,2023-08-09,Paid
B00453,C0055,2023-09-28,Digital Transformation,AI & Technology,13,116025,2023-10-01,Paid
B00454,C0055,2023-11-25,Business Writing,Administration,16,66304,2023-12-10,Paid
B00455,C0056,2024-02-12,Complaint Handling,Customer Service,5,25175,2024-03-03,Paid
B00456,C0056,2024-03-07,ISO 9001 Quality Management,Compliance & Quality,3,34167,2024-03-13,Paid
B00457,C0056,2024-04-02,Financial Analysis,Finance & Accounting,6,41334,2024-04-11,Paid
B00458,C0057,2022-04-21,Complaint Handling,Customer Service,8,35376,2022-05-16,Pending
B00459,C0057,2022-06-06,Problem Solving,Personal Development,9,45603,2022-07-01,Overdue
B00460,C0057,2022-07-26,Complaint Handling,Customer Service,15,66435,2022-08-05,Paid
B00461,C0057,2022-09-21,Talent Acquisition,Human Resources,11,71489,2022-09-29,Paid
B00462,C0057,2022-10-20,Emotional Intelligence,Personal Development,13,53651,2022-11-10,Pending
B00463,C0057,2022-12-08,Strategic Leadership,Leadership & Management,15,143145,2023-01-04,Pending
B00464,C0057,2023-01-31,Digital Transformation,AI & Technology,12,84084,2023-02-21,Overdue
B00465,C0057,2023-03-17,Finance for Non-Finance,Finance & Accounting,15,138510,2023-04-11,Overdue
B00466,C0057,2023-04-16,Digital Transformation,AI & Technology,15,89115,2023-05-02,Paid
B00467,C0057,2023-05-31,Talent Acquisition,Human Resources,10,67090,2023-06-04,Paid
B00468,C0057,2023-07-07,Compensation & Benefits,Human Resources,7,63399,2023-07-28,Overdue
B00469,C0057,2023-08-11,Complaint Handling,Customer Service,11,40249,2023-09-07,Pending
B00470,C0057,2023-09-09,Critical Thinking,Personal Development,8,37512,2023-09-17,Paid
B00471,C0057,2023-10-24,Internal Control Systems,Compliance & Quality,9,74835,2023-11-01,Paid
B00472,C0057,2023-12-15,Office Management,Administration,14,53144,2023-12-27,Paid
B00473,C0057,2024-01-27,Compensation & Benefits,Human Resources,6,39684,2024-02-02,Paid
B00474,C0057,2024-03-09,Strategic Leadership,Leadership & Management,8,76344,2024-03-23,Paid
B00475,C0058,2022-03-12,Data Literacy for Leaders,AI & Technology,4,47112,2022-04-08,Pending
B00476,C0058,2022-04-26,Team Building Workshop,Team Building,9,64836,2022-04-26,Paid
B00477,C0058,2022-06-17,Executive Leadership,Leadership & Management,3,28713,2022-07-06,Paid
B00478,C0058,2022-08-16,Budgeting & Forecasting,Finance & Accounting,3,29502,2022-09-13,Overdue
B00479,C0058,2022-09-18,Executive Assistant Excellence,Administration,3,15375,2022-10-18,Pending
B00480,C0058,2022-10-26,Compensation & Benefits,Human Resources,3,25014,2022-11-18,Pending
B00481,C0058,2022-12-02,AI for Business Leaders,AI & Technology,10,72770,2022-12-17,Paid
B00482,C0058,2023-01-11,Performance Management,Leadership & Management,5,59565,2023-01-14,Paid
B00483,C0058,2023-02-16,Innovation Workshop,Team Building,7,37436,2023-03-14,Overdue
B00484,C0058,2023-03-20,Risk & Compliance,Compliance & Quality,5,52320,2023-03-26,Paid
B00485,C0058,2023-04-29,Risk Management,Project Management,3,28302,2023-05-05,Paid
B00486,C0058,2023-06-25,Finance for Non-Finance,Finance & Accounting,9,88605,2023-07-03,Paid
B00487,C0058,2023-08-21,Prompt Engineering for Professionals,AI & Technology,2,21034,2023-09-07,Paid
B00488,C0058,2023-09-30,Negotiation Skills,Communication Skills,3,14388,2023-10-17,Paid
B00489,C0058,2023-11-22,Complaint Handling,Customer Service,9,52164,2023-11-29,Paid
B00490,C0059,2025-05-05,Budgeting & Forecasting,Finance & Accounting,5,33925,2025-05-31,Pending
B00491,C0059,2025-06-28,Business Writing,Administration,15,57120,2025-07-06,Paid
B00492,C0059,2025-08-25,Data Literacy for Leaders,AI & Technology,11,84458,2025-09-14,Paid
B00493,C0059,2025-10-29,Business Writing,Administration,10,53600,2025-11-01,Paid
B00494,C0059,2025-12-22,Generative AI Essentials,AI & Technology,8,80992,2026-01-03,Paid
B00495,C0060,2021-08-13,Leadership Team Offsite,Team Building,22,97570,2021-08-19,Paid
B00496,C0060,2021-10-25,Prince2 Foundation,Project Management,29,324684,2021-11-04,Paid
B00497,C0060,2022-01-06,Risk & Compliance,Compliance & Quality,35,307230,2022-01-31,Pending
